type,text
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,Hey so whats the plan this sat?
ham,Beauty sleep can help ur pimples too.
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Where to get those?
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,Haiyoh... Maybe your hamster was jealous of million
ham,Can you please send me my aunty's number
ham,I'm glad. You are following your dreams.
ham,I've reached home finally...
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
spam,WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,U can call now...
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,I pocked you up there before
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,Hey mr whats the name of that bill brison book the one about language and words
ham,"Okay, good, no problem, and thanx!"
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,Call me when u're done...
ham,G.W.R
ham,You best watch what you say cause I get drunk as a motherfucker
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Yup i'm free...
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Yo come over carlos will be here soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,I guess it is useless calling u 4 something important.
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,He dint tell anything. He is angry on me that why you told to abi.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,I keep ten rs in my shelf:) buy two egg.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Captain is in our room:)
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
ham,S...i will take mokka players only:)
ham,Are you still playing with gautham?
ham,Hey mr and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
ham,"K, jason says he's gonna be around so I'll be up there around &lt;#&gt;"
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Aight well keep me informed
ham,I am not having her number sir
ham,Am only searching for good dual sim mobile pa.
ham,That seems unnecessarily hostile
ham,Dude got a haircut. Now its breezy up there
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,i thought we were doing a king of the hill thing there.
ham,Nope i'll come online now..
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,Y bishan lei... I tot �_ say lavender?
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,"Fyi I'm taking a quick shower, be at epsilon in like &lt;#&gt; min"
ham,on a Tuesday night r u 4 real
ham,Yes when is the appt again?
ham,Just got outta class gonna go gym.
ham,I want to sent &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,�� all write or wat..
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Hi:)did you asked to waheeda fathima about leave?
ham,Enjoy urself tmr...
ham,You still around? I could use a half-8th
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will come to your home within days
ham,�� bot notes oredi... Cos i juz rem i got...
ham,Yes. Rent is very expensive so its the way we save.
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Hows the pain dear?y r u smiling?
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,"Sorry, I can't help you on this."
ham,Great. So should i send you my account number.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,�� only send me the contents page...
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"I can't right this second, gotta hit people up first"
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,So what about you. What do you remember
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Mm yes dear look how i am hugging you both. :-P
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,Anytime lor...
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
spam,"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,Me fine..absolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V
spam,Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much is torch in 9ja.
ham,"Doing nothing, then u not having dinner w us?"
ham,How are you. Just checking up on you
ham,Done it but internet connection v slow and can���t send it. Will try again later or first thing tomo.
ham,Mathews or tait or edwards or anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,No need lar i go engin? Cos my sis at arts today...
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
ham,S.i'm watching it in live..
ham,"see you then, we're all christmassy here!"
ham,"K I'm ready, &lt;#&gt; ?"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,what are your new years plans?
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,When did dad get back.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Yes just finished watching days of our lives. I love it.
ham,Juz go google n search 4 qet...
ham,Many times we lose our best ones bcoz we are
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,Just getting back home
ham,"Sorry, I'll call later &lt;#&gt; mins"
ham,Dun need to use dial up juz open da browser n surf...
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,"Awesome, plan to get here any time after like &lt;#&gt; , I'll text you details in a wee bit"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,You also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them
ham,If i said anything wrong sorry de:-)
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,"When you get free, call me"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_
ham,Ok i msg u b4 i leave my house.
ham,Still at west coast... Haiz... ��'ll take forever to come back...
ham,MMM ... Fuck .... Merry Christmas to me
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,Update your face book status frequently :)
ham,Just now saw your message.it k da:)
ham,Was it something u ate?
ham,So what did the bank say about the money?
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Yar lor... How u noe? U used dat route too?
ham,2mro i am not coming to gym machan. Goodnight.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just &lt;#&gt; bucks
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,Sounds great! Im going to sleep now. Have a good night!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,How come u got nothing to do?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,i want to grasp your pretty booty :)
ham,I've got it down to a tea. not sure which flavour
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Dear i am not denying your words please
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,"2 celebrate my b��day, y else?"
ham,Merry christmas to u too annie!
ham,Please tell me you have some of that special stock you were talking about
ham,I sent them. Do you like?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Awesome, be there in a minute"
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Or I guess &lt;#&gt; min
ham,I'm home. Ard wat time will u reach?
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,Aight should I just plan to come up later tonight?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
ham,Hey u still at the gym?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Much better now thanks lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,Wa... U so efficient... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy
ham,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,We will meet soon princess! Ttyl!
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Oh :-)only 4 outside players allowed to play know
ham,I anything lor.
ham,Erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,No..its ful of song lyrics..
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,What not under standing.
ham,have * good weekend.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Call me when you get the chance plz &lt;3
ham,The new deus ex game comin early next yr
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full &lt;#&gt; /7
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen for ages, yeah we should get together sometime!"
ham,Probably a couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Nvm take ur time.
ham,So wat's da decision?
ham,Wot is u up 2 then bitch?
ham,Stupid.its not possible
ham,She told to hr that he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,When are you guys leaving?
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?
ham,Not able to do anything.
ham,�� takin linear algebra today?
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,Now project pa. After that only i can come.
spam,Money i have won wining number 946 wot do i do next
ham,"Sure, whenever you show the fuck up &gt;:("
ham,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,Hi good mornin.. Thanku wish u d same..
ham,DO U WANT 2 MEET UP 2MORRO
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,I've sent �_ my part..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )"
ham,Understand. his loss is my gain :) so do you work? School?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,"Hiya, probably coming home * weekend after next"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,I have no money 4 steve mate! !
ham,IM LATE TELLMISS IM ON MY WAY
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Normally i use to drink more water daily:)
ham,Dare i ask... Any luck with sorting out the car?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,I've been trying to reach him without success
ham,when you and derek done with class?
ham,Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
ham,Hey mate. Spoke to the mag people. We���re on. the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,Hope you are having a good week. Just checking in
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
ham,Great. Have a safe trip. Dont panic surrender all.
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
ham,Try to do something dear. You read something for exams
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Gettin rdy to ship comp
ham,I am in hospital da. . I will return home in evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Think + da. You wil do.
ham,I'm awake oh. What's up.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,How much u trying to get?
ham,"Come around &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Tell me again what your address is
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the &lt;#&gt; g wifi ipad. And what are you saying about the about the &lt;#&gt; g?
ham,But you were together so you should be thinkin about him
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,\CHA QUITEAMUZING THAT��SCOOL BABE
ham,Omg how did u know what I ate?
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\"""""
ham,:( but your not here....
ham,Not directly behind... Abt 4 rows behind �_...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,No plans yet. What are you doing ?
ham,Hi ....My engagement has been fixd on &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Not course. Only maths one day one chapter with in one month we can finish.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Have you not finished work yet or something?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Yo sorry was in the shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Full heat pa:-) i have applyed oil pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt...
ham,Have you laid your airtel line to rest?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,\Hey j! r u feeling any better
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,We live in the next &lt;#&gt; mins
ham,Y de asking like this.
ham,Just glad to be talking to you.
ham,Wat time �_ finish?
ham,Sorry da. I gone mad so many pending works what to do.
ham,How much you got for cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,�� called dad oredi...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,"Sorry, I'll call later In meeting."
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Received, understood n acted upon!"
ham,They finally came to fix the ceiling.
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
ham,Jus finish blowing my hair. U finish dinner already?
ham,I'm on the bus. Love you
ham,Lol ... I knew that .... I saw him in the dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!
spam,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Only saturday and sunday holiday so its very difficult:)
ham,Everybody had fun this evening. Miss you.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,"I'm in a meeting, call me later at"
ham,Oh wow thats gay. Will firmware update help
ham,These won't do. Have to move on to morphine
ham,How come i din c �_... Yup i cut my hair...
ham,K k pa Had your lunch aha.
ham,Oh ho. Is this the first time u use these type of words
